id,customerId,transDate,amount
930,361,2019-10-24,51.01
931,720,2013-07-06,91.79
932,78,2020-12-13,95.05
933,349,2018-06-27,38.19
934,78,2012-05-16,96.84
935,506,2013-07-17,92.75
936,79,2019-02-20,55.1
937,234,2011-07-16,69.18
938,201,2018-07-14,40.9
939,764,2018-12-31,54.35
940,943,2010-07-28,31.28
941,125,2010-04-25,33.2
942,417,2010-01-17,15.93
943,410,2020-12-12,83.34
944,409,2018-12-24,5.38
945,956,2019-05-27,77.47
946,610,2012-06-26,81.35
947,431,2014-12-08,36.38
948,294,2016-11-16,51.77
949,20,2012-10-14,95.27
950,49,2018-07-24,33.97
951,885,2016-11-20,56.31
952,401,2010-02-22,24.46
953,881,2016-09-23,74.67
954,365,2019-05-10,85.02
955,747,2017-01-25,61.84
956,246,2020-02-18,30.65
957,548,2018-06-20,23.83
958,895,2020-07-28,54.91
959,809,2016-04-11,87.27
960,360,2020-01-03,15.23
961,571,2017-06-22,78.09
962,119,2014-02-11,49.91
963,248,2019-09-01,4.15
964,681,2014-09-25,69.25
965,640,2017-02-10,27.43
966,167,2011-10-06,61.62
967,369,2020-11-15,3.6
968,824,2015-04-08,53.26
969,577,2011-04-23,71.62
970,461,2013-04-05,51.07
971,62,2012-12-16,49.8
972,489,2012-10-16,28.62
973,337,2010-05-30,65.38
974,723,2015-12-14,69.34
975,126,2019-05-25,2.15
976,935,2010-07-21,12.38
977,709,2010-07-31,53.98
978,681,2016-12-29,90.25
979,547,2013-10-13,28.87
980,98,2019-03-09,58.48
981,461,2012-04-12,87.58
982,22,2011-02-07,40.75
983,398,2015-01-23,43.47
984,846,2020-05-03,93.1
985,630,2020-11-10,62.57
986,986,2016-09-08,43.58
987,209,2015-07-31,43.59
988,474,2016-03-04,56.28
989,324,2017-01-06,30.69
990,260,2010-07-19,13.87
991,702,2010-02-24,52.82
992,717,2011-02-16,51.25
993,679,2016-07-04,94.06
994,976,2020-02-18,5.35
995,812,2017-01-11,33.86
996,950,2010-09-16,12.92
997,123,2015-07-15,10.85
998,890,2010-04-21,3.92
999,809,2011-06-07,38.84
1000,23,2016-12-20,40.38
1001,783,2018-05-06,38.12
1002,990,2012-12-23,29.21
1003,582,2013-10-07,82.23
1004,392,2012-09-06,58.34
1005,791,2011-11-06,99.21
1006,258,2017-01-07,96.35
1007,940,2012-09-22,98.72
1008,250,2018-10-28,13.43
1009,901,2016-05-24,33.94
1010,288,2014-03-12,86.73
1011,54,2014-09-15,9.88
1012,234,2017-04-03,75.45
1013,955,2011-03-10,62.58
1014,19,2017-02-02,42.93
1015,81,2019-12-01,74.03
1016,340,2016-09-25,22.52
1017,337,2014-08-07,85.9
1018,249,2015-05-10,39.85
1019,899,2016-11-21,37.19
1020,830,2016-05-16,30.98
1021,449,2017-01-22,1.99
1022,917,2017-10-03,22.36
1023,801,2016-03-30,69.49
1024,110,2017-05-04,62.55
1025,636,2010-03-21,43.13
1026,192,2019-06-27,74.62
1027,158,2010-02-07,46.55
1028,879,2010-05-16,73.05
1029,851,2018-05-09,6.05
1030,59,2013-12-22,90.61
1031,296,2015-05-10,82.14
1032,669,2019-10-05,19.94
1033,36,2016-11-12,78.32
1034,712,2019-02-05,94.48
1035,296,2010-03-04,32.91
1036,287,2011-04-01,57.6
1037,14,2010-03-30,50.62
1038,820,2011-10-12,81.67
1039,483,2016-08-09,89.48
1040,146,2017-08-16,71.62
1041,110,2011-03-24,9.66
1042,855,2018-05-11,36.24
1043,505,2018-10-11,54.49
1044,678,2018-04-19,80.09
1045,252,2017-06-20,66.34
1046,31,2017-07-31,78.18
1047,956,2010-11-18,60.84
1048,588,2010-06-21,11.69
1049,212,2015-07-11,10.77
1050,884,2016-01-20,46.58
1051,116,2020-10-09,16.06
1052,257,2018-04-06,81.36
1053,128,2015-04-10,52.56
1054,242,2016-09-12,75.28
1055,231,2011-05-14,10.4
1056,532,2011-05-09,32.46
1057,384,2020-01-06,82.5
1058,579,2015-09-11,59.07
1059,800,2016-12-04,43.57
1060,237,2011-03-10,64.01
1061,852,2011-02-22,25.28
1062,812,2015-03-20,95.22
1063,289,2016-05-17,54.77
1064,129,2018-12-30,85.3
1065,923,2016-09-10,55.44
1066,988,2015-10-21,86.09
1067,149,2015-03-30,64.27
1068,697,2015-11-27,81.77
1069,552,2017-01-05,69.06
1070,622,2017-03-26,31.4
1071,41,2017-04-25,32.64
1072,950,2011-07-03,30.76
1073,33,2018-01-26,90.32
1074,34,2017-03-20,23.01
1075,925,2010-03-21,48.68
1076,557,2012-08-26,56.51
1077,140,2018-05-07,67.97
1078,260,2010-05-01,30.27
1079,618,2012-09-14,27.09
1080,335,2019-10-14,1.11
1081,562,2013-10-06,78.05
1082,382,2014-09-19,35.9
1083,512,2016-11-07,74.95
1084,685,2015-11-21,14.34
1085,337,2010-11-18,89.93
1086,122,2012-12-02,98.24
1087,270,2013-09-05,21.5
1088,852,2015-02-11,2.52
1089,866,2011-03-22,20.61
1090,308,2011-10-26,68.86
1091,13,2011-08-05,6.12
1092,247,2011-02-12,93.39
1093,429,2013-10-26,2.93
1094,663,2018-06-26,74.84
1095,467,2020-02-21,95.09
1096,213,2019-03-03,63.06
1097,67,2019-08-23,14.13
1098,199,2020-03-13,50.61
1099,769,2011-05-01,84.83
1100,528,2010-06-06,81.57
1101,444,2016-11-22,69.05
1102,94,2020-09-30,20.19
1103,948,2016-12-14,83.27
1104,206,2018-12-24,49.0
1105,989,2019-02-17,12.77
1106,973,2015-03-09,84.22
1107,556,2018-06-20,23.71
1108,936,2013-01-24,54.35
1109,301,2013-09-12,75.51
1110,939,2012-10-11,81.96
1111,426,2018-10-23,66.81
1112,909,2016-08-07,18.62
1113,988,2010-03-14,67.59
1114,436,2018-12-03,27.24
1115,353,2020-07-28,11.26
1116,194,2018-08-20,6.44
1117,830,2011-10-06,94.43
1118,607,2020-11-24,24.37
1119,691,2017-12-08,73.49
1120,507,2013-04-23,35.69
1121,450,2016-09-25,70.36
1122,369,2011-11-01,39.91
1123,614,2018-12-25,3.22
1124,691,2018-05-20,21.43
1125,377,2020-09-24,40.72
1126,679,2020-04-16,60.97
1127,703,2014-07-18,63.09
1128,472,2012-11-20,89.69
1129,948,2014-12-30,23.95
1130,848,2018-09-03,8.93
1131,557,2013-09-12,71.71
1132,261,2013-06-04,75.32
1133,766,2013-02-28,99.78
1134,604,2014-03-03,80.51
1135,41,2015-10-23,13.4
1136,760,2011-07-11,58.0
1137,444,2018-04-15,4.25
1138,991,2018-06-12,46.89
1139,504,2016-03-27,27.94
1140,244,2013-05-17,68.63
1141,257,2015-10-09,41.55
1142,972,2011-05-23,40.6
1143,745,2019-05-10,88.53
1144,411,2013-08-10,32.92
1145,329,2018-01-08,67.02
1146,96,2019-07-21,7.66
1147,86,2019-09-10,14.58
1148,699,2014-08-17,44.51
1149,167,2010-02-23,20.82
1150,102,2018-07-21,69.52
1151,567,2016-02-01,82.02
1152,728,2011-07-08,36.54
1153,815,2018-04-03,96.82
1154,196,2020-06-06,7.6
1155,339,2017-08-24,34.52
1156,905,2012-11-07,10.63
1157,609,2011-01-20,31.55
1158,824,2012-11-14,81.15
1159,615,2018-07-24,77.32
1160,869,2016-09-19,81.79
1161,789,2013-09-02,18.29
1162,900,2015-09-05,51.28
1163,638,2019-05-28,57.81
1164,986,2014-04-11,47.78
1165,834,2015-01-09,73.42
1166,721,2012-01-01,82.45
1167,280,2014-12-29,55.9
1168,870,2012-08-10,38.14
1169,451,2011-08-16,99.6
1170,794,2020-01-12,25.48
1171,624,2016-08-02,35.84
1172,265,2012-06-15,15.24
1173,624,2016-08-30,74.18
1174,180,2020-03-21,25.82
1175,101,2016-06-26,82.85
1176,933,2018-05-12,23.31
1177,584,2011-04-19,15.84
1178,150,2016-12-17,93.86
1179,758,2013-04-09,15.44
1180,225,2017-08-08,72.83
1181,955,2013-07-10,79.79
1182,544,2017-12-01,4.09
1183,955,2019-08-22,16.61
1184,574,2014-07-05,17.71
1185,722,2014-09-08,14.07
1186,737,2016-12-19,13.2
1187,870,2020-01-24,15.18
1188,647,2011-04-28,7.85
1189,996,2010-10-21,100.3
1190,777,2013-09-08,15.66
1191,6,2011-08-13,16.12
1192,796,2013-03-26,63.84
1193,78,2016-03-26,44.17
1194,512,2014-12-13,1.56
1195,336,2013-03-11,96.48
1196,904,2016-11-28,25.56
1197,718,2018-04-30,58.7
1198,289,2010-07-27,60.4
1199,560,2019-11-26,44.87
1200,330,2016-04-28,34.28
1201,788,2013-05-23,3.12
1202,1,2010-03-07,53.88
1203,981,2011-08-01,14.48
1204,550,2020-04-30,94.6
1205,346,2013-04-18,98.64
1206,72,2010-04-25,22.53
1207,536,2019-11-10,99.13
1208,371,2019-11-11,28.87
1209,171,2017-02-17,1.13
1210,904,2014-05-14,40.12
1211,293,2011-09-10,65.86
1212,823,2014-11-08,26.03
1213,893,2018-08-26,40.5
1214,922,2011-11-06,71.31
1215,60,2016-01-29,92.75
1216,979,2016-04-08,70.7
1217,316,2010-04-29,18.72
1218,885,2011-05-07,19.66
1219,483,2012-03-25,15.03
1220,629,2017-04-03,41.9
1221,750,2016-06-19,23.54
1222,470,2015-11-24,35.71
1223,665,2015-10-29,63.89
1224,263,2010-07-25,84.77
1225,97,2015-11-06,38.35
1226,765,2013-07-18,84.14
1227,671,2018-11-15,70.08
1228,51,2014-12-17,3.11
1229,283,2019-10-04,53.71
1230,863,2010-08-21,47.09
1231,979,2013-04-23,36.66
1232,371,2014-02-02,83.55
1233,915,2017-07-11,5.6
1234,334,2017-11-16,91.23
1235,699,2020-12-30,76.49
1236,320,2019-06-02,12.47
1237,445,2014-07-14,73.26
1238,13,2017-03-06,19.54
1239,59,2017-12-18,7.35
1240,270,2017-12-24,75.5
1241,912,2013-03-08,54.0
1242,169,2018-04-22,36.58
1243,206,2020-08-17,59.23
1244,259,2013-06-27,72.75
1245,118,2011-10-24,50.25
1246,353,2012-06-02,60.34
1247,607,2017-11-21,51.45
1248,938,2019-02-04,47.74
1249,817,2013-10-14,5.82
1250,172,2019-06-14,97.01
1251,808,2010-08-16,9.91
1252,749,2020-05-01,54.66
1253,307,2011-06-30,72.19
1254,762,2019-11-04,87.18
1255,519,2015-06-22,59.06
1256,370,2018-02-14,50.09
1257,727,2010-05-17,65.23
1258,121,2015-06-10,79.66
1259,122,2012-05-11,62.72
1260,213,2019-02-06,26.0
1261,855,2020-08-12,52.78
1262,271,2011-01-04,41.88
1263,18,2014-12-09,39.39
1264,876,2011-10-25,48.73
1265,244,2014-09-22,84.28
1266,936,2017-04-10,24.3
1267,882,2017-05-11,67.48
1268,548,2010-01-06,88.3
1269,538,2017-07-21,56.44
1270,763,2010-08-25,74.53
1271,66,2010-07-10,5.8
1272,157,2020-04-27,43.61
1273,326,2010-08-27,82.78
1274,962,2017-01-24,20.46
1275,466,2011-09-01,55.55
1276,352,2013-09-02,18.3
1277,833,2011-09-29,62.92
1278,70,2017-10-01,3.19
1279,569,2013-04-26,46.89
1280,429,2014-04-25,41.88
1281,312,2018-03-17,10.35
1282,927,2016-11-07,42.96
1283,787,2013-03-20,55.13
1284,445,2017-06-14,8.73
1285,904,2014-12-30,95.15
1286,450,2010-03-23,87.6
1287,100,2011-11-06,34.2
1288,279,2017-09-26,71.63
1289,82,2017-12-25,45.99
1290,218,2017-05-22,77.23
1291,160,2018-02-25,45.93
1292,980,2013-11-25,2.45
1293,220,2018-12-23,72.21
1294,105,2011-03-10,26.98
1295,925,2014-07-20,90.94
1296,12,2017-09-07,20.73
1297,77,2011-05-01,76.47
1298,598,2016-10-10,82.45
1299,99,2017-02-04,86.75
1300,751,2012-03-11,30.53
1301,220,2013-03-02,10.47
1302,681,2013-04-25,68.66
1303,925,2011-09-18,71.13
1304,462,2013-06-25,83.26
1305,652,2014-12-28,39.83
1306,178,2018-05-06,36.67
1307,942,2015-03-11,85.47
1308,848,2013-09-25,18.25
1309,331,2020-03-22,68.14
1310,957,2013-01-03,94.52
1311,914,2020-08-06,12.89
1312,784,2018-08-19,65.61
1313,190,2012-01-18,33.67
1314,658,2017-03-09,67.4
1315,836,2019-01-02,72.56
1316,82,2014-09-20,97.46
1317,623,2015-02-09,7.62
1318,210,2019-04-18,76.79
1319,451,2014-07-29,44.71
1320,686,2018-10-13,60.33
1321,687,2010-07-10,43.15
1322,497,2012-06-12,84.01
1323,206,2019-05-06,88.93
1324,636,2018-07-20,61.05
1325,244,2013-11-28,14.18
1326,473,2010-04-25,16.6
1327,498,2016-11-08,31.79
1328,528,2019-09-03,44.53
1329,555,2017-03-16,37.35
1330,3,2020-07-16,5.29
1331,84,2020-06-28,75.11
1332,926,2018-10-17,41.91
1333,30,2011-10-28,56.34
1334,926,2014-11-24,31.75
1335,855,2012-09-29,20.21
1336,181,2017-03-01,39.27
1337,738,2010-11-21,30.98
1338,775,2013-06-26,49.49
1339,52,2019-03-22,41.77
1340,620,2018-01-30,22.02
1341,458,2010-02-12,60.9
1342,879,2018-11-30,14.93
1343,769,2015-09-25,91.55
1344,835,2016-10-15,51.1
1345,26,2017-10-29,8.77
1346,248,2014-02-26,99.08
1347,397,2018-08-25,15.29
1348,610,2014-08-13,98.41
1349,934,2011-01-14,34.25
1350,287,2010-04-16,50.6
1351,869,2015-12-06,56.72
1352,863,2011-09-15,14.01
1353,25,2020-04-21,20.81
1354,691,2016-10-04,58.7
1355,348,2014-01-14,26.56
1356,846,2017-09-16,16.52
1357,573,2013-06-20,24.75
1358,753,2012-05-07,50.83
1359,171,2014-06-04,11.48
1360,495,2019-09-14,2.92
1361,188,2018-03-14,3.93
1362,30,2011-04-09,45.53
1363,967,2020-09-23,55.35
1364,892,2018-04-10,93.73
1365,803,2010-01-03,67.41
1366,421,2012-08-23,23.65
1367,586,2017-06-07,33.34
1368,130,2019-04-29,95.61
1369,273,2013-07-24,62.56
1370,678,2019-06-19,23.71
1371,239,2020-07-03,51.42
1372,610,2016-07-23,98.92
1373,257,2017-09-22,45.06
1374,801,2017-04-17,14.81
1375,483,2017-03-15,31.41
1376,327,2018-05-26,52.69
1377,498,2020-12-23,90.62
1378,402,2019-11-17,1.9100000000000001
1379,9,2017-06-19,77.55
1380,843,2020-02-03,41.65
1381,467,2014-07-03,25.56
1382,718,2017-06-15,18.82
1383,205,2017-09-16,34.92
1384,506,2012-11-05,2.46
1385,199,2010-03-31,11.27
1386,913,2018-12-14,76.62
1387,890,2017-02-08,14.38
1388,830,2017-10-21,54.77
1389,159,2018-09-10,17.41
1390,624,2010-08-01,71.9
1391,879,2017-06-22,6.06
1392,475,2015-03-06,78.02
1393,343,2020-03-24,37.03
1394,398,2014-07-27,43.08
1395,724,2010-08-11,66.93
1396,923,2014-04-24,2.74
1397,21,2018-11-02,74.67
1398,336,2017-12-07,87.23
1399,854,2020-09-30,82.55
1400,659,2010-01-20,25.75
1401,598,2014-01-18,32.76
1402,317,2015-03-11,30.56
1403,190,2020-04-19,36.99
1404,832,2012-03-19,5.91
1405,3,2012-01-25,54.22
1406,41,2019-05-14,97.54
1407,182,2015-03-02,27.27
1408,185,2017-04-23,47.4
1409,986,2010-03-17,44.61
1410,683,2020-04-05,16.42
1411,136,2015-04-30,54.23
1412,137,2010-02-09,78.92
1413,459,2011-05-07,78.58
1414,581,2020-03-09,78.65
1415,230,2015-06-07,100.47
1416,877,2015-09-12,67.44
1417,857,2013-10-22,16.81
1418,445,2020-09-30,14.5
1419,313,2014-10-24,80.89
1420,324,2020-07-25,51.54
1421,745,2014-12-13,31.88
1422,656,2011-08-20,84.47
1423,677,2015-05-21,97.5
1424,621,2013-01-14,2.44
1425,200,2020-04-09,69.72
1426,587,2010-11-09,29.56
1427,851,2018-02-09,41.23
1428,420,2019-02-15,100.89
1429,199,2012-11-08,76.1
1430,694,2012-01-03,56.88
1431,17,2014-03-30,72.71
1432,276,2020-11-08,20.67
1433,643,2016-07-08,18.68
1434,140,2013-05-13,31.22
1435,655,2012-10-20,41.96
1436,197,2018-06-27,83.21
1437,347,2014-07-08,21.88
1438,552,2013-05-18,19.8
1439,819,2010-01-08,87.8
1440,719,2017-09-15,12.87
1441,183,2014-07-24,21.14
1442,595,2013-05-06,32.8
1443,773,2020-11-11,87.11
1444,197,2013-09-15,36.71
1445,170,2010-04-21,26.45
1446,717,2017-12-03,95.53
1447,662,2013-01-14,60.92
1448,151,2010-03-16,32.71
1449,755,2013-05-06,91.01
1450,114,2019-07-04,43.1
1451,120,2012-05-31,61.31
1452,283,2017-01-16,86.61
1453,231,2016-12-07,62.57
1454,340,2018-02-16,66.62
1455,315,2018-09-28,10.28
1456,794,2019-11-28,38.47
1457,986,2017-05-12,91.04
1458,230,2020-08-20,18.48
1459,336,2016-09-17,68.43
1460,176,2014-09-04,2.86
1461,726,2011-04-24,7.57
1462,684,2018-08-24,43.68
1463,461,2020-05-26,55.88
1464,662,2014-07-11,7.27
1465,227,2012-07-09,99.6
1466,593,2018-11-26,48.25
1467,997,2018-05-01,23.74
1468,153,2016-05-24,71.59
1469,691,2010-08-14,60.71
1470,384,2012-10-12,16.91
1471,41,2011-12-29,81.71
1472,704,2014-01-23,88.5
1473,142,2017-04-27,39.88
1474,434,2013-07-21,6.34
1475,266,2015-03-24,76.08
1476,616,2018-07-15,92.68
1477,510,2012-01-19,52.85
1478,626,2012-09-20,25.34
1479,374,2016-12-31,1.29
1480,611,2018-07-25,13.09
1481,815,2015-08-03,12.61
1482,426,2011-08-18,13.54
1483,147,2015-02-21,84.28
1484,392,2013-07-04,89.01
1485,67,2011-09-07,25.29
1486,490,2012-06-26,39.76
1487,297,2014-04-03,55.05
1488,466,2018-03-18,80.62
1489,623,2019-09-24,17.36
1490,799,2015-02-14,22.78
1491,169,2011-03-23,53.25
1492,732,2014-09-19,45.25
1493,910,2012-06-12,67.76
1494,501,2018-05-08,5.75
1495,95,2016-01-07,100.31
1496,229,2020-02-27,68.49
1497,385,2013-08-25,86.74
1498,982,2015-06-21,1.92
1499,415,2016-05-30,73.1
1500,623,2013-03-16,17.92
1501,432,2020-12-19,50.79
1502,809,2013-11-27,19.92
1503,852,2020-08-13,52.59
1504,133,2017-02-14,95.03
1505,569,2019-08-19,38.59
1506,945,2012-03-01,48.24
1507,416,2015-04-18,44.8
1508,627,2017-08-13,87.97
1509,434,2014-01-10,76.21
1510,564,2017-12-16,98.11
1511,696,2016-01-13,84.85
1512,84,2018-01-05,73.26
1513,283,2019-07-01,76.44
1514,696,2011-06-12,10.94
1515,522,2019-03-11,62.14
1516,645,2020-08-11,5.2
1517,547,2013-12-31,75.27
1518,311,2013-02-06,83.74
1519,609,2017-12-31,44.39
1520,703,2015-01-30,25.81
1521,237,2018-06-14,95.15
1522,389,2013-01-24,53.61
1523,931,2017-06-06,64.09
1524,845,2011-03-06,25.13
1525,252,2011-09-15,50.47
1526,887,2010-05-10,79.01
1527,372,2016-10-16,81.45
1528,439,2018-07-12,60.84
1529,12,2015-06-27,23.46
1530,572,2017-02-18,2.03
1531,117,2013-01-05,69.32
1532,307,2014-08-27,40.55
1533,473,2012-10-05,11.77
1534,627,2010-07-16,55.07
1535,376,2010-09-11,84.49
1536,315,2016-08-21,14.05
1537,240,2012-11-18,68.89
1538,278,2019-11-07,48.12
1539,378,2016-06-06,26.35
1540,740,2011-09-01,81.03
1541,847,2018-01-20,66.43
1542,374,2010-07-14,78.19
1543,123,2017-10-13,91.55
1544,804,2012-06-25,45.68
1545,418,2011-02-22,95.05
1546,935,2013-12-10,31.45
1547,44,2010-02-19,12.79
1548,307,2011-01-05,32.1
1549,339,2014-04-29,5.3
1550,508,2018-11-15,94.18
1551,733,2017-04-19,19.61
1552,34,2014-08-07,25.64
1553,304,2015-05-03,55.6
1554,203,2017-06-06,74.5
1555,926,2016-11-03,29.64
1556,181,2015-11-23,44.58
1557,22,2010-09-27,15.24
1558,893,2010-05-06,48.81
1559,371,2017-03-09,93.3
1560,899,2016-01-01,98.22
1561,264,2016-04-09,30.3
1562,180,2017-07-14,1.28
1563,543,2020-12-22,85.6
1564,855,2015-01-26,84.33
1565,149,2015-10-07,95.59
1566,487,2018-10-22,13.05
1567,979,2013-08-05,16.96
1568,274,2019-08-23,54.22
1569,659,2010-05-05,69.91
1570,595,2010-12-29,26.22
1571,251,2020-02-02,75.35
1572,73,2016-09-05,9.12
1573,978,2020-02-07,76.9
1574,79,2011-10-04,47.69
1575,206,2016-08-07,68.97
1576,16,2019-03-26,63.69
1577,895,2019-09-02,69.9
1578,568,2017-07-08,73.96
1579,955,2019-08-24,60.18
1580,298,2011-10-14,9.18
1581,868,2020-09-08,67.29
1582,510,2012-01-19,92.32
1583,810,2016-09-03,32.57
1584,414,2017-09-15,86.57
1585,128,2013-05-10,24.12
1586,738,2019-03-23,57.6
1587,30,2019-03-03,98.82
1588,974,2020-03-20,36.7
1589,19,2018-11-24,82.4
1590,290,2020-07-06,37.62
1591,324,2017-03-08,84.04
1592,806,2017-10-07,16.92
1593,460,2013-04-09,17.11
1594,251,2011-10-14,51.56
1595,422,2012-03-26,43.28
1596,449,2013-12-05,49.43
1597,500,2018-04-14,82.5
1598,593,2015-02-04,27.35
1599,61,2019-10-19,86.59
1600,487,2014-08-05,46.38
1601,295,2016-06-14,53.0
1602,842,2010-03-30,88.05
1603,495,2014-06-16,45.01
1604,279,2013-06-26,10.91
1605,957,2020-07-20,17.52
1606,4,2013-04-25,8.17
1607,55,2020-03-07,5.48
1608,261,2019-04-26,6.86
1609,825,2012-08-13,73.36
1610,275,2013-08-02,51.79
1611,310,2012-06-09,20.85
1612,544,2013-05-05,30.92
1613,756,2011-09-01,68.87
1614,195,2013-01-29,1.35
1615,996,2018-07-27,41.66
1616,826,2013-01-28,77.89
1617,263,2018-07-14,86.98
1618,926,2015-08-16,100.03
1619,960,2019-01-02,9.21
1620,952,2015-01-30,79.96
1621,854,2015-04-16,95.29
1622,86,2018-05-01,12.72
1623,522,2020-12-11,20.71
1624,176,2010-09-07,57.17
1625,341,2017-02-28,25.22
1626,513,2013-05-06,78.39
1627,572,2012-12-20,17.05
1628,278,2015-06-04,68.74
1629,696,2020-06-20,27.2
1630,219,2018-07-03,6.6
1631,886,2017-08-10,69.17
1632,501,2018-03-24,68.65
1633,916,2010-03-05,36.63
1634,495,2011-05-30,76.26
1635,181,2010-12-11,37.42
1636,824,2011-01-30,31.64
1637,259,2016-12-09,76.01
1638,117,2016-09-28,58.12
1639,431,2017-06-17,1.6
1640,834,2011-06-23,35.79
1641,346,2013-03-07,52.38
1642,405,2010-06-13,28.08
1643,268,2011-04-21,57.15
1644,501,2015-07-17,29.84
1645,872,2010-08-09,52.1
1646,666,2019-03-02,46.94
1647,552,2010-01-05,64.4
1648,728,2019-03-31,69.81
1649,5,2017-09-14,77.76
1650,768,2020-02-25,78.87
1651,196,2012-03-15,63.31
1652,234,2018-08-30,17.95
1653,967,2017-11-01,69.83
1654,700,2013-12-09,5.24
1655,610,2014-03-25,65.9
1656,130,2011-06-07,13.93
1657,812,2016-01-26,29.58
1658,898,2012-11-05,42.52
1659,537,2013-04-28,89.45
1660,721,2012-01-14,41.86
1661,142,2017-07-20,57.84
1662,344,2019-03-04,23.34
1663,227,2020-10-11,22.17
1664,594,2019-03-24,52.9
1665,736,2012-12-03,96.27
1666,439,2014-06-05,99.33
1667,218,2017-04-08,70.07
1668,802,2020-06-01,95.14
1669,799,2012-11-10,34.76
1670,465,2019-06-12,81.4
1671,53,2015-07-02,41.84
1672,217,2011-06-14,11.71
1673,639,2018-01-12,36.61
1674,189,2016-08-26,61.85
1675,589,2017-11-06,27.86
1676,294,2018-08-30,32.52
1677,432,2015-01-04,31.21
1678,874,2011-05-18,29.38
1679,870,2010-12-01,50.46
1680,257,2012-09-17,72.06
1681,446,2019-08-26,48.12
1682,206,2016-10-21,52.31
1683,909,2018-01-08,94.13
1684,771,2016-06-23,39.35
1685,341,2010-01-16,67.41
1686,173,2017-12-21,59.63
1687,57,2020-02-20,82.82
1688,998,2012-02-21,29.1
1689,905,2015-03-07,37.14
1690,409,2019-05-10,55.87
1691,622,2011-06-06,73.57
1692,494,2010-02-14,61.06
1693,577,2019-01-28,76.59
1694,300,2014-04-14,14.92
1695,948,2013-08-05,38.51
1696,258,2011-06-11,82.4
1697,525,2015-07-23,33.97
1698,907,2013-11-10,14.29
1699,732,2019-09-19,37.04
1700,216,2011-06-28,34.51
1701,391,2016-07-19,38.99
1702,21,2017-11-15,47.61
1703,260,2013-12-29,30.22
1704,265,2020-12-03,52.83
1705,903,2017-05-25,96.12
1706,55,2018-05-02,77.45
1707,886,2020-07-24,2.67
1708,910,2012-11-29,45.54
1709,666,2011-10-31,35.63
1710,760,2017-11-27,74.03
1711,16,2020-12-10,99.19
1712,165,2017-07-16,42.46
1713,949,2014-04-12,21.83
1714,345,2013-05-04,100.46
1715,537,2019-06-01,44.03
1716,710,2011-12-07,61.33
1717,159,2013-06-30,45.29
1718,802,2016-04-23,45.42
1719,8,2016-01-09,53.16
1720,75,2016-10-20,47.75
1721,794,2018-04-21,39.98
1722,520,2011-07-21,57.99
1723,620,2019-07-25,57.88
1724,263,2017-11-01,65.41
1725,163,2017-08-26,14.74
1726,790,2011-01-17,19.98
1727,71,2010-03-22,57.82
1728,587,2017-11-07,39.25
1729,755,2020-04-06,70.86
1730,312,2014-07-29,34.57
1731,534,2011-06-17,68.48
1732,881,2020-07-19,65.88
1733,230,2011-02-03,23.12
1734,756,2011-03-10,42.85
1735,419,2011-09-12,18.15
1736,190,2011-06-04,65.26
1737,816,2013-02-03,43.92
1738,945,2015-09-23,30.99
1739,787,2020-01-21,74.57
1740,140,2016-11-24,84.82
1741,809,2012-03-23,82.78
1742,206,2018-05-27,75.71
1743,728,2012-11-16,33.04
1744,18,2019-09-02,56.62
1745,818,2019-09-02,42.6
1746,798,2012-05-25,40.21
1747,813,2015-05-22,94.06
1748,244,2016-01-12,28.91
1749,856,2011-08-31,60.6
1750,375,2013-03-02,77.75
1751,486,2020-07-30,41.59
1752,175,2020-06-06,37.88
1753,894,2018-08-21,16.07
1754,256,2016-05-26,29.07
1755,272,2017-03-05,97.41
1756,236,2019-03-25,95.68
1757,843,2016-07-02,29.65
1758,378,2010-03-21,85.35
1759,457,2017-01-12,90.07
1760,612,2014-05-28,54.44
1761,416,2010-01-23,14.4
1762,330,2011-03-10,9.45
1763,543,2020-06-25,66.0
1764,7,2013-12-31,78.51
1765,682,2012-12-31,11.76
1766,360,2016-04-13,29.75
1767,99,2013-02-24,18.96
1768,65,2014-11-25,20.93
1769,730,2013-05-03,95.87
1770,192,2013-11-29,42.29
1771,622,2015-08-31,58.76
1772,204,2016-09-14,74.45
1773,944,2015-09-27,21.94
1774,541,2020-07-05,58.61
1775,838,2017-08-19,68.68
1776,64,2010-04-21,25.11
1777,553,2013-12-04,58.99
1778,452,2018-11-30,11.57
1779,644,2015-09-20,85.5
1780,281,2013-10-17,13.99
1781,386,2019-06-14,10.66
1782,306,2016-11-14,21.96
1783,137,2020-01-28,54.84
1784,479,2018-09-22,3.12
1785,357,2013-01-28,55.9
1786,898,2013-01-22,97.27
1787,51,2011-07-16,8.07
1788,75,2017-10-12,7.86
1789,242,2010-06-28,18.26
1790,468,2019-04-22,96.04
1791,741,2018-09-19,95.32
1792,530,2015-10-28,44.18
1793,876,2011-11-21,37.05
1794,905,2012-09-26,93.96
1795,660,2014-12-19,16.54
1796,650,2011-02-03,70.04
1797,773,2010-01-03,8.63
1798,981,2011-02-09,99.45
1799,787,2014-12-23,67.1
1800,381,2012-09-28,86.11
1801,778,2014-08-07,52.09
1802,706,2010-01-30,59.56
1803,426,2014-09-21,1.55
1804,712,2016-11-02,10.43
1805,746,2013-02-01,96.57
1806,301,2012-03-13,54.73
1807,123,2014-11-22,67.79
